id,Sentence,Aspect Term,polarity,from,to
1948,You can't even get a satellite card which is why I bought to begin with.,satellite card,negative,21,35
115,"The battery life, before the battery completely died of course, left much to be desired.",battery life,negative,4,16
2332,"It is a REAL touchpad, not the toy I saw in other brands.",touchpad,positive,13,21
845,"Long story, but after many calls to various  offices, I was told that no one can override the depot and that managers  don't take phone calls or e/mails.",depot,neutral,94,99
2914,Price and purpose is awesome!,Price,positive,0,5
2318,Wonderful zooming.,zooming,positive,10,17
153,"The screen is huge and coloful, but no LED backlighting.",screen,positive,4,10
1415,"In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.",sized,neutral,111,116
2946,Everything about this computer is easy to use.,use,positive,42,45
833,"  Worse, for the price I could get a *netbook* that outperforms this machine.",price,negative,17,22
2106,It had most of the features and all of the power that I wanted to replace my desktop machine.,features,positive,19,27
2595,Keyboard was also very nice and had a solid feel.,Keyboard,positive,0,8
1966,It did not have all the features I expected it to have.,features,negative,24,32
617,"No luck, although I waited for hours on the phone-Visited MacHouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",call center,negative,90,101
2168,There is a backlit keyboard which is perfect for typing in the dark.,backlit keyboard,positive,11,27
1765,It has a lot of memory and a great battery life.,memory,positive,16,22
778,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",service rep,neutral,15,26
1707,"I love this program, it is superior to windows movie maker.",program,positive,12,19
2553,He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,hard drive,negative,20,30
1485,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",design,positive,95,101
2672,"The price is great for this model, I only plan on using it for media in the entertainment room.",price,positive,4,9
1258,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,Garmin GPS software,negative,68,87
63,I've also had to have the keyboard replaced at my expense.,keyboard,negative,26,34
3048,"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",staff,negative,10,15
1552,Was very much worth the price i paid.,price,positive,24,29
2112,Even out of warranty!,warranty,neutral,12,20
2823,This is a great little computer for the price.,price,positive,40,45
1582,"Crisp screen, great battery life, and plenty of storage.",screen,positive,6,12
2140,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",apple associates,positive,4,20
908,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",screen,negative,93,99
2898,The Toshiba Satellite has been more than I expected for the price.,price,positive,60,65
29,"I had to adjust my mousepad sensitivity, because it is very sensitive.",mousepad sensitivity,negative,19,39
2561,"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",iWork,negative,7,12
1039,Keyboard is plastic and spongey feeling.,Keyboard,negative,0,8
2380,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",mac osx,positive,53,60
349,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,keyboard,positive,61,69
1309,Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,hinge,negative,25,30
2299,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,surfing the web,positive,87,102
712,"I love my Apple, it is quick and easy to use.",use,positive,41,44
506,With notes saying they replaced the hard drive.,hard drive,neutral,36,46
1175,"The laptop is relatively simple to use, though I bought  Macs for Dummies,  which is well worth $2",use,positive,35,38
1049,"Can't close the 2nd HDD bay since there are brackets you have to break off (even then, it still doesn't shut) That could be a major flaw for the dual HDD user.",HDD bay,negative,20,27
265,No tutorials on the display.,tutorials,negative,3,12
394,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",leather carrying case,neutral,4,25
152,The touch pad is among the best.,touch pad,positive,4,13
1284,"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.",screen,negative,48,54
1797,It's now all commodity hardware.,commodity hardware,neutral,13,31
2272,"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Paralles,neutral,12,20
848,"How Toshiba handles the repair seems to vary, some folks  indicate that they were charged for even an intial fix, others had the  repair done 5 times.",repair,conflict,24,30
734,I would like to use a different operating system altogether.,operating system,neutral,32,48
